"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","CC","0.999(95% CI:0.877-1.137; P=0.9865982347)","0.962(95% CI:0.93-0.995; P=0.0254630398)","0.934(95% CI:0.799-1.092; P=0.3942671179)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","CC","1.018(95% CI:0.89-1.164; P=0.7988516141)","0.989(95% CI:0.955-1.023; P=0.5112330391)","0.973(95% CI:0.829-1.141; P=0.735009835)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_PL","Phospholipids in Medium VLDL","CC","1.028(95% CI:0.898-1.178; P=0.6878520794)","0.995(95% CI:0.961-1.029; P=0.7635735047)","0.989(95% CI:0.842-1.162; P=0.8923605689)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_TG","Triglycerides in Medium VLDL","CC","1.065(95% CI:0.929-1.221; P=0.3663391354)","1.027(95% CI:0.991-1.064; P=0.1474233716)","1.072(95% CI:0.91-1.264; P=0.4045636713)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"MUFA","Monounsaturated Fatty Acids","CC","1.027(95% CI:0.89-1.186; P=0.7155300676)","1.049(95% CI:1.013-1.087; P=0.0073195882)","1.031(95% CI:0.873-1.219; P=0.717774036)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"non_HDL_C","Total Cholesterol Minus HDL-C","CC","1.026(95% CI:0.896-1.176; P=0.7067038249)","0.97(95% CI:0.938-1.003; P=0.0750046647)","0.961(95% CI:0.823-1.124; P=0.6215311954)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Omega_3","Omega-3 Fatty Acids","CC","0.893(95% CI:0.775-1.028; P=0.1160834775)","0.964(95% CI:0.93-0.999; P=0.0439259085)","0.89(95% CI:0.753-1.053; P=0.1734861068)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Omega_6","Omega-6 Fatty Acids","CC","1.054(95% CI:0.915-1.214; P=0.4662165656)","0.977(95% CI:0.943-1.011; P=0.1874672796)","1.035(95% CI:0.879-1.217; P=0.6826177518)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phe","Phenylalanine","CC","0.997(95% CI:0.87-1.142; P=0.9632025583)","1(95% CI:0.966-1.034; P=0.9835965289)","1.025(95% CI:0.872-1.205; P=0.7664856602)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phosphatidylc","Phosphatidylcholines","CC","0.99(95% CI:0.853-1.149; P=0.8912138052)","0.973(95% CI:0.937-1.01; P=0.1530939685)","1(95% CI:0.847-1.181; P=0.9996506313)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phosphoglyc","Phosphoglycerides","CC","0.991(95% CI:0.856-1.149; P=0.9081600742)","0.984(95% CI:0.948-1.022; P=0.4029484319)","0.998(95% CI:0.846-1.177; P=0.979304159)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"PUFA","Polyunsaturated Fatty Acids","CC","1.01(95% CI:0.873-1.169; P=0.8895411444)","0.97(95% CI:0.936-1.005; P=0.0886598734)","0.998(95% CI:0.846-1.177; P=0.9797283228)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Pyruvate","Pyruvate","CC","0.915(95% CI:0.799-1.049; P=0.2024796213)","1.025(95% CI:0.992-1.06; P=0.1401527152)","0.886(95% CI:0.748-1.051; P=0.1647727151)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","CC","1.016(95% CI:0.886-1.165; P=0.8167935169)","0.975(95% CI:0.943-1.009; P=0.1513227956)","0.968(95% CI:0.827-1.133; P=0.6874385532)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_C","Cholesterol in Small HDL","CC","1.035(95% CI:0.902-1.189; P=0.6225373546)","0.951(95% CI:0.918-0.986; P=0.0058201559)","0.964(95% CI:0.819-1.136; P=0.6637889199)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_CE","Cholesteryl Esters in Small HDL","CC","1.037(95% CI:0.904-1.189; P=0.6036062736)","0.946(95% CI:0.913-0.98; P=0.0020001978)","0.956(95% CI:0.814-1.124; P=0.5873261823)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_FC","Free Cholesterol in Small HDL","CC","1.022(95% CI:0.885-1.18; P=0.7679764472)","0.978(95% CI:0.943-1.014; P=0.2248444603)","0.997(95% CI:0.845-1.177; P=0.9710379616)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_PL","Phospholipids in Small HDL","CC","1.008(95% CI:0.874-1.162; P=0.9180762618)","0.979(95% CI:0.944-1.014; P=0.2379688727)","0.985(95% CI:0.834-1.163; P=0.857403204)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_TG","Triglycerides in Small HDL","CC","0.994(95% CI:0.864-1.144; P=0.9376759456)","1.035(95% CI:0.999-1.073; P=0.0582428057)","0.992(95% CI:0.838-1.174; P=0.9244214364)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_C","Cholesterol in Small LDL","CC","1.037(95% CI:0.909-1.184; P=0.5857236357)","0.981(95% CI:0.948-1.015; P=0.2696385694)","0.97(95% CI:0.828-1.135; P=0.701418797)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_CE","Cholesteryl Esters in Small LDL","CC","1.036(95% CI:0.907-1.184; P=0.6016647766)","0.987(95% CI:0.954-1.021; P=0.459981601)","0.975(95% CI:0.831-1.144; P=0.75530494)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_FC","Free Cholesterol in Small LDL","CC","1.03(95% CI:0.906-1.172; P=0.6507981982)","0.968(95% CI:0.936-1.001; P=0.0582253377)","0.954(95% CI:0.817-1.114; P=0.5492831589)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_PL","Phospholipids in Small LDL","CC","1.043(95% CI:0.915-1.189; P=0.52766258)","1(95% CI:0.967-1.034; P=0.9965512897)","0.984(95% CI:0.841-1.15; P=0.8355507681)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_TG","Triglycerides in Small LDL","CC","1.03(95% CI:0.9-1.18; P=0.6664012864)","1.057(95% CI:1.021-1.093; P=0.001393533)","1.045(95% CI:0.891-1.226; P=0.5872755363)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_C","Cholesterol in Small VLDL","CC","0.994(95% CI:0.867-1.139; P=0.9317853322)","0.986(95% CI:0.953-1.021; P=0.4308507861)","0.941(95% CI:0.8-1.107; P=0.4628604332)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","CC","0.985(95% CI:0.859-1.13; P=0.8304586758)","0.99(95% CI:0.956-1.024; P=0.5500637898)","0.934(95% CI:0.794-1.1; P=0.4140026496)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_FC","Free Cholesterol in Small VLDL","CC","1.007(95% CI:0.881-1.151; P=0.9200017888)","0.982(95% CI:0.949-1.017; P=0.3085301949)","0.953(95% CI:0.812-1.118; P=0.5518637654)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_PL","Phospholipids in Small VLDL","CC","1.015(95% CI:0.885-1.163; P=0.8330081566)","0.994(95% CI:0.96-1.029; P=0.7312574518)","0.972(95% CI:0.826-1.143; P=0.7273436582)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_TG","Triglycerides in Small VLDL","CC","1.025(95% CI:0.894-1.177; P=0.7205545362)","1.036(95% CI:1-1.073; P=0.04902848)","1.045(95% CI:0.888-1.231; P=0.5948485591)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"SFA","Saturated Fatty Acids","CC","1.016(95% CI:0.88-1.174; P=0.8238648569)","1.045(95% CI:1.009-1.082; P=0.013978113)","1.025(95% CI:0.87-1.208; P=0.7678466489)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Sphingomyelins","Sphingomyelins","CC","0.996(95% CI:0.867-1.143; P=0.9495579892)","0.986(95% CI:0.95-1.023; P=0.4437801348)","0.965(95% CI:0.819-1.137; P=0.6704274768)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_C","Total Cholesterol","CC","1.026(95% CI:0.896-1.175; P=0.7119855955)","0.964(95% CI:0.931-0.998; P=0.0382303635)","0.977(95% CI:0.834-1.143; P=0.7690496707)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_CE","Total Esterified Cholesterol","CC","1.025(95% CI:0.895-1.173; P=0.724528494)","0.96(95% CI:0.927-0.995; P=0.0239005041)","0.974(95% CI:0.832-1.141; P=0.7469456658)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_FA","Total Fatty Acids","CC","1.019(95% CI:0.88-1.179; P=0.8008973463)","1.024(95% CI:0.989-1.061; P=0.1778188784)","1.02(95% CI:0.864-1.204; P=0.8137630151)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_FC","Total Free Cholesterol","CC","1.021(95% CI:0.891-1.169; P=0.7684731925)","0.974(95% CI:0.941-1.009; P=0.1410160464)","0.976(95% CI:0.833-1.143; P=0.7621763916)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_L","Total Lipids in Lipoprotein Particles","CC","1.033(95% CI:0.897-1.19; P=0.6491907471)","0.994(95% CI:0.96-1.029; P=0.7204989214)","1.008(95% CI:0.858-1.184; P=0.9215773508)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_PL","Total Phospholipids in Lipoprotein Particles","CC","1.014(95% CI:0.879-1.17; P=0.8457570581)","0.988(95% CI:0.953-1.025; P=0.5193885377)","1.002(95% CI:0.851-1.18; P=0.9813347702)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_TG","Total Triglycerides","CC","1.022(95% CI:0.887-1.178; P=0.7649067197)","1.044(95% CI:1.007-1.082; P=0.0183644201)","1.039(95% CI:0.877-1.229; P=0.6606764817)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Tyr","Tyrosine","CC","0.941(95% CI:0.822-1.076; P=0.3728028481)","0.994(95% CI:0.96-1.029; P=0.7300104441)","0.95(95% CI:0.808-1.117; P=0.5370056067)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","CC","0.934(95% CI:0.82-1.063; P=0.3000257686)","0.901(95% CI:0.868-0.934; P=0.000000018)","0.911(95% CI:0.773-1.072; P=0.2617311623)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Val","Valine","CC","0.878(95% CI:0.76-1.015; P=0.0778164308)","0.961(95% CI:0.926-0.997; P=0.0358496687)","0.889(95% CI:0.748-1.056; P=0.1806012931)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","CC","1.01(95% CI:0.878-1.161; P=0.8913743542)","0.997(95% CI:0.964-1.032; P=0.8827242274)","0.971(95% CI:0.825-1.142; P=0.7185961848)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","CC","1.003(95% CI:0.875-1.15; P=0.9656499127)","0.987(95% CI:0.954-1.022; P=0.4688117047)","0.958(95% CI:0.816-1.124; P=0.5958826422)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","CC","1.019(95% CI:0.887-1.171; P=0.7900173929)","1.013(95% CI:0.979-1.049; P=0.4511060759)","0.992(95% CI:0.842-1.169; P=0.9236147288)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","CC","1.022(95% CI:0.885-1.18; P=0.7680621945)","1.027(95% CI:0.991-1.064; P=0.1487351128)","1.012(95% CI:0.855-1.199; P=0.8862054137)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","CC","1.019(95% CI:0.885-1.173; P=0.7927599862)","1.021(95% CI:0.985-1.057; P=0.252214219)","0.999(95% CI:0.846-1.18; P=0.9932234025)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","CC","1.039(95% CI:0.904-1.196; P=0.5884076751)","1.045(95% CI:1.008-1.083; P=0.0174138276)","1.057(95% CI:0.893-1.25; P=0.5210986459)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","CC","1.002(95% CI:0.867-1.158; P=0.9754797915)","1.011(95% CI:0.971-1.053; P=0.585072913)","1.09(95% CI:0.917-1.297; P=0.3275072132)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","CC","1.006(95% CI:0.87-1.163; P=0.9364875603)","1.007(95% CI:0.967-1.049; P=0.7300918926)","1.096(95% CI:0.921-1.305; P=0.3002290528)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","CC","0.995(95% CI:0.864-1.145; P=0.9425353305)","1.026(95% CI:0.987-1.066; P=0.1939840067)","1.073(95% CI:0.908-1.269; P=0.4093279701)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","CC","0.994(95% CI:0.858-1.152; P=0.9382024778)","1.019(95% CI:0.978-1.061; P=0.3644197758)","1.093(95% CI:0.918-1.301; P=0.3168866551)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","CC","0.991(95% CI:0.862-1.14; P=0.9017436109)","1.048(95% CI:1.014-1.084; P=0.0051877498)","1.037(95% CI:0.888-1.211; P=0.6463950978)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","CC","1.036(95% CI:0.902-1.189; P=0.6186624557)","1.026(95% CI:0.99-1.063; P=0.1593455229)","1.02(95% CI:0.864-1.205; P=0.8146134264)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","CC","1.034(95% CI:0.901-1.186; P=0.6368711485)","1.011(95% CI:0.976-1.047; P=0.549189684)","1.005(95% CI:0.851-1.186; P=0.954686654)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","CC","1.039(95% CI:0.906-1.191; P=0.5847589244)","1.041(95% CI:1.005-1.078; P=0.0265776823)","1.039(95% CI:0.881-1.225; P=0.6514715054)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","CC","1.043(95% CI:0.91-1.196; P=0.5423275289)","1.045(95% CI:1.009-1.082; P=0.0151221841)","1.049(95% CI:0.89-1.236; P=0.5688762198)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","CC","1.052(95% CI:0.919-1.204; P=0.4662769663)","1.055(95% CI:1.018-1.093; P=0.0031210066)","1.073(95% CI:0.911-1.263; P=0.4009018974)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","CC","0.96(95% CI:0.838-1.099; P=0.552026996)","0.978(95% CI:0.944-1.012; P=0.2043584989)","0.918(95% CI:0.783-1.076; P=0.2916072903)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","CC","0.958(95% CI:0.838-1.096; P=0.5336414728)","0.971(95% CI:0.938-1.006; P=0.0992542214)","0.91(95% CI:0.777-1.067; P=0.2459201779)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","CC","0.961(95% CI:0.837-1.104; P=0.5758523103)","0.996(95% CI:0.962-1.031; P=0.8137410812)","0.935(95% CI:0.796-1.099; P=0.4167044616)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","CC","0.955(95% CI:0.83-1.1; P=0.524168665)","1.009(95% CI:0.975-1.045; P=0.5967619316)","0.937(95% CI:0.796-1.103; P=0.4354136446)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","CC","0.973(95% CI:0.845-1.121; P=0.7048085363)","1.041(95% CI:1.006-1.077; P=0.0221571251)","0.988(95% CI:0.839-1.164; P=0.8889585204)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","CC","1.042(95% CI:0.911-1.193; P=0.5456251932)","1.048(95% CI:1.012-1.085; P=0.0084960042)","1.064(95% CI:0.905-1.251; P=0.4507819262)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","CC","1.048(95% CI:0.916-1.199; P=0.4953367926)","1.043(95% CI:1.007-1.08; P=0.0190376495)","1.069(95% CI:0.909-1.257; P=0.4185948023)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","CC","1.037(95% CI:0.908-1.185; P=0.5893271685)","1.054(95% CI:1.018-1.091; P=0.002677547)","1.059(95% CI:0.903-1.242; P=0.4801490119)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","CC","1.041(95% CI:0.912-1.187; P=0.5529929192)","1.057(95% CI:1.021-1.094; P=0.0015239152)","1.063(95% CI:0.907-1.245; P=0.4517914269)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","CC","1.045(95% CI:0.915-1.192; P=0.5179271577)","1.062(95% CI:1.026-1.098; P=0.0005726549)","1.067(95% CI:0.91-1.252; P=0.4226378489)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Acetate","Acetate","CRC","0.904(95% CI:0.771-1.061; P=0.2164251423)","1.015(95% CI:0.991-1.039; P=0.2313418241)","0.799(95% CI:0.631-1.012; P=0.0627451313)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Acetoacetate","Acetoacetate","CRC","0.912(95% CI:0.808-1.031; P=0.1401788238)","1.06(95% CI:1.037-1.085; P=0.0000003098)","0.915(95% CI:0.792-1.057; P=0.2266536019)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Acetone","Acetone","CRC","0.901(95% CI:0.792-1.026; P=0.1148020392)","1.04(95% CI:1.016-1.064; P=0.0008378699)","0.92(95% CI:0.796-1.064; P=0.261628743)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Ala","Alanine","CRC","0.908(95% CI:0.813-1.014; P=0.0864038062)","0.997(95% CI:0.969-1.025; P=0.8100752118)","0.941(95% CI:0.825-1.073; P=0.3625635615)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Albumin","Albumin","CRC","0.944(95% CI:0.839-1.062; P=0.3361626605)","0.908(95% CI:0.883-0.934; P=0)","0.902(95% CI:0.79-1.029; P=0.1257055505)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"ApoA1","Apolipoprotein A1","CRC","0.997(95% CI:0.883-1.125; P=0.9587639026)","1.002(95% CI:0.97-1.036; P=0.8907738536)","1.038(95% CI:0.901-1.194; P=0.6075523925)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"ApoB","Apolipoprotein B","CRC","1.019(95% CI:0.912-1.138; P=0.7402457512)","0.986(95% CI:0.959-1.013; P=0.3126990542)","0.96(95% CI:0.844-1.091; P=0.528965711)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"bOHbutyrate","3-Hydroxybutyrate","CRC","0.986(95% CI:0.879-1.105; P=0.8023527359)","1.072(95% CI:1.047-1.099; P=0.0000000165)","1.001(95% CI:0.878-1.14; P=0.9930166417)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Cholines","Total Cholines","CRC","0.998(95% CI:0.885-1.124; P=0.9705649315)","0.996(95% CI:0.966-1.027; P=0.7893712425)","0.991(95% CI:0.867-1.133; P=0.8943113176)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Citrate","Citrate","CRC","1.007(95% CI:0.896-1.132; P=0.9013466899)","1.033(95% CI:1.004-1.063; P=0.0275660441)","0.968(95% CI:0.827-1.134; P=0.6904987318)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Clinical_LDL_C","Clinical LDL Cholesterol","CRC","1.022(95% CI:0.916-1.14; P=0.696285006)","0.971(95% CI:0.945-0.998; P=0.0344245368)","0.953(95% CI:0.842-1.079; P=0.447884745)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Creatinine","Creatinine","CRC","0.943(95% CI:0.835-1.065; P=0.3439117716)","1.017(95% CI:0.987-1.047; P=0.2828487391)","1.017(95% CI:0.879-1.178; P=0.816339138)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"DHA","Docosahexaenoic Acid","CRC","0.933(95% CI:0.835-1.042; P=0.2165544082)","0.955(95% CI:0.927-0.984; P=0.0025259251)","0.931(95% CI:0.815-1.064; P=0.2962346522)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Gln","Glutamine","CRC","0.926(95% CI:0.825-1.038; P=0.1861693578)","0.956(95% CI:0.929-0.984; P=0.0019859891)","0.936(95% CI:0.819-1.069; P=0.3273508169)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
